"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
fu_c_section_surgery_time,ctr_follow_up_form,,text,"If a cesarean section surgery was performed, what was the time?

Si une césarienne a été pratiquée, a quelle heure?",,,time,,,,"[fu_uro_surgery(3)] = '1'",,,,,,
fu_d_c_surgery_date,ctr_follow_up_form,,text,"If a D&C / Manual Aspiration  surgery was performed, what was the date?

Si une D&C / Aspiration Manuel a été pratiquée, a quelle date?",,,date_dmy,,,,"[fu_uro_surgery(4)] = '1'",,,,,,
fu_d_c_surgery_time,ctr_follow_up_form,,text,"If a D&C / Manual Aspiration  surgery was performed, what was the time?

Si une D&C / Aspiration Manuel a été pratiquée, a quelle heure?",,,time,,,,"[fu_uro_surgery(4)] = '1'",,,,,,
fu_int_ext_genital_surgery_date,ctr_follow_up_form,,text,"If a repair of internal/external genitalia surgery was performed, what was the date?

Si une réparation des organes génitaux internes/externes  a été pratiquée, a quelle date?",,,date_dmy,,,,"[fu_uro_surgery(5)] = '1'",,,,,,
fu_int_ext_genital_surgery_time,ctr_follow_up_form,,text,"If a repair of internal/external genitalia surgery was performed, what was the time?

Si une réparation des organes génitaux internes/externes  a été pratiquée, a quelle heure?",,,time,,,,"[fu_uro_surgery(5)] = '1'",,,,,,
fu_soft_surgeryperf,ctr_follow_up_form,"SOFT TISSUE SURGERY
CHIRURGIE DES TISSUS MOUS
",radio,"Was a Soft Tissue Surgery performed by the treating clinician?

Une Chirurgie des tissus mous a-t-elle été pratiquée par le médecin traitant ?","1, Yes/Oui | 0, No (specify reason) / Non( (précisez)",,,,,,"[fu_recsurgery(soft_tissue)] = '1'",,,,,,
fu_soft_surgery,ctr_follow_up_form,,checkbox,"If YES, what surgery was performed?

Si OUI, quelles interventions chirurgicales a été pratiquée?","1, Debridement  /  Débridement | 2, Complex Suture Repair  /  Suture complexe | 3, Skin Graft  /  Greffe de peau",,,,,,"[fu_soft_surgeryperf] = '1'",,,,,,
fu_debride_surgery_date,ctr_follow_up_form,,text,"If a Debridement was performed, what was the date?

Si un Débridement a été pratiquée, a quelle date?",,,date_dmy,,,,"[fu_soft_surgery(1)] = '1'",,,,,,
fu_debride_surgery_time,ctr_follow_up_form,,text,"If a Debridement was performed, what was the time?

Si un Débridement a été pratiquée, a quelle heure?",,,time,,,,"[fu_soft_surgery(1)] = '1'",,,,,,
fu_suture_surgery_date,ctr_follow_up_form,,text,"If a Complex Suture Repair was performed, what was the date?

Si une Suture complexe a été pratiquée, a quelle date?",,,date_dmy,,,,"[fu_soft_surgery(2)] = '1'",,,,,,
fu_suture_surgery_time,ctr_follow_up_form,,text,"If a Complex Suture Repair was performed, what was the time?

Si une Suture complexe a été pratiquée, a quelle heure?",,,time,,,,"[fu_soft_surgery(2)] = '1'",,,,,,
fu_graft_surgery_date,ctr_follow_up_form,,text,"If a Skin Graft was performed, what was the date?

Si une Greffe de peau a été pratiquée, a quelle date?",,,date_dmy,,,,"[fu_soft_surgery(3)] = '1'",,,,,,
fu_graft_surgery_time,ctr_follow_up_form,,text,"If a Skin Graft was performed, what was the time?

Si une Greffe de peau a été pratiquée, a quelle heure?",,,time,,,,"[fu_soft_surgery(3)] = '1'",,,,,,
fu_soft_nosurgery,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_soft_surgeryperf] = '0'",,,,,,
fu_soft_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,[fu_soft_nosurgery(no_equipment)]='1',,,,,,
fu_soft_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_soft_nosurgery(equip_broken)]='1',,,,,,
fu_soft_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_soft_nosurgery(other)]='1',,,,,,
surx_note,ctr_follow_up_form,"SURGERY NOTES",notes,"If the same type of major surgery was performed in more than one operation OR a major operation occured that is not otherwise described, please list it here.

This field should be used RARELY, and ONLY to provide information not described above.


Si le même type de chirurgie majeure a été pratiqué dans plus d'une opération OU si une intervention majeure n'a pas été décrite, veuillez la lister ici.

Ce champ doit être RAREMENT utilisé , et seulement pour fournir des informations non décrites ci-dessus.",,"Dates times should be listed as DD-MM-YYYY, all times should be listed as HH:MM on a 24 hour scale.",,,,,"[fu_surgeryrec] = '1'",,,,,,
fu_other_procedure,ctr_follow_up_form,"OTHER PROCEDURES
AUTRES PROCEDURES
",checkbox,"Were any of the following other PROCEDURES recommended?

Quelles autres procedures ont été recommandées ? ","reduction, Closed Reduction / Réduction fermée | splint, Splinting/ Casting  /  Attelle/écharpe | dressing, Wound Care/ Dressing  /  Soins/Pansement de plaie | physio, Physiotherapy  /  Physiothérapie | simple_suture, Simple Suture Repair  /  Suture Simple | simple_asp, Simple Aspiration  /   Aspiration Simple | simple_inc, Simple Incision & Drainage  /  Incision & Drainage Simple | other, Other, specify:  /  Autre , précisez:","Mark all that apply. ",,,,,,,,,,,
fu_closed_red,ctr_follow_up_form,,radio,"If Closed Reduction was recommended, was the procedure performed?

Si une Réduction fermée a été recommandé, la procédure a-t-elle été effectuée?","1, Yes/Oui | 0, No/ Non | 99, Unknown/Inconnu",,,,,,"[fu_other_procedure(reduction)] = '1'",,,,,,
fu_noclosed_red,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1Too expensive / Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_closed_red] = '0'",,,,,,
fu_noclosed_red_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,[fu_noclosed_red(no_equipment)]='1',,,,,,
fu_noclosed_red_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_noclosed_red(equip_broken)]='1',,,,,,
fu_noclosed_red_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_noclosed_red(other)]='1',,,,,,
fu_splint,ctr_follow_up_form,,radio,"If Splinting/ Casting was recommended, was the procedure performed?

Si une Attelle/écharpe a été recommandé, la procédure a-t-elle été effectuée? 

","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_other_procedure(splint)] = '1'",,,,,,
fu_nosplint,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Défaillances dans la communication/du système   /     Communication/ System Failure | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_splint] = '0'",,,,,,
fu_nosplint_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,[fu_nosplint(no_equipment)]='1',,,,,,
fu_nosplint_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nosplint(equip_broken)]='1',,,,,,
fu_nosplint_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nosplint(other)]='1',,,,,,
fu_dressing,ctr_follow_up_form,,radio,"If Wound Care/Dressing was recommended, was the procedure performed?

Si un Soins/Pansement de plaie a été recommandé, la procédure a-t-elle été effectuée? ","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_other_procedure(dressing)] = '1'",,,,,,
fu_nodressing,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3  Equipment not available, specify:  /  Manque de materiel, précisez: | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_dressing] = '0'",,,,,,
fu_nodressing_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:

",,,,,,,[fu_nodressing(no_equipment)]='1',,,,,,
fu_nodressing_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nodressing(equip_broken)]='1',,,,,,
fu_nodressing_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nodressing(other)]='1',,,,,,
fu_physio,ctr_follow_up_form,,radio,"If Physiotherapy was recommended, was the procedure performed?

Si une Physiothérapie a été recommandé, la procédure a-t-elle été effectuée? ","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_other_procedure(physio)] = '1'",,,,,,
fu_nophysio,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_physio] = '0'",,,,,,
fu_nophysio_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,"[fu_nophysio(no_equipment)] = '1'",,,,,,
fu_nophysio_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nophysio(equip_broken)]='1',,,,,,
fu_nophysio_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,"[fu_nophysio(other)] = '1'",,,,,,
fu_simple_suture,ctr_follow_up_form,,radio,"If Simple Suture Repair was recommended, was the procedure performed?

Si une Suture Simple a été recommandé, la procédure a-t-elle été effectuée? ","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_other_procedure(simple_suture)] = '1'",,,,,,
fu_nosimple_suture,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Matériel défectueux, précisez :  /  Equipment broken, specify: | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_simple_suture] = '0'",,,,,,
fu_nosimple_suture_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,"[fu_nosimple_suture(no_equipment)] ='1'",,,,,,
fu_nosimple_suture_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,"[fu_nosimple_suture(equip_broken)] = '1'",,,,,,
fu_nosimple_suture_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nosimple_suture(other)]='1',,,,,,
fu_simple_asp,ctr_follow_up_form,,radio,"If Simple Aspiration was recommended, was the procedure performed?

Si une Aspiration Simple a été recommandé, la procédure a-t-elle été effectuée? ","1, Oui/ Yes | 0, Non/ No | 99, Inconnu/ Unknown",,,,,,"[fu_other_procedure(simple_asp)] = '1'",,,,,,
fu_nosimple_asp,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3  Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_simple_asp] = '0'",,,,,,
fu_nosimple_asp_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,"[fu_nosimple_asp(no_equipment)] ='1'",,,,,,
fu_nosimple_asp_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nosimple_asp(equip_broken)]='1',,,,,,
fu_nosimple_asp_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nosimple_asp(other)]='1',,,,,,
fu_simple_inc,ctr_follow_up_form,,radio,"If Simple Incision and Drainage was recommended, was the procedure performed?

Si une Incision & Drainage Simple a été recommandé, la procédure a-t-elle été effectuée? ","1, Yes/  Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_other_procedure(simple_inc)] = '1'",,,,,,
fu_nosimple_inc,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4 Equipment broken, specify: / Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_simple_inc] = '0'",,,,,,
fu_nosimple_inc_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,"[fu_nosimple_inc(no_equipment)] ='1'",,,,,,
fu_nosimple_inc_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nosimple_inc(equip_broken)]='1',,,,,,
fu_nosimple_inc_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nosimple_inc(other)]='1',,,,,,
fu_specify_otherprocedure,ctr_follow_up_form,,text,"If another procedure not mentioned above was recommended, specify

Si une Autres Procédures a été recommandé, précisez",,,,,,,[fu_other_procedure(other)]='1',,,,,,
fu_other_otherprocedure,ctr_follow_up_form,,radio,"If another procedure was recommended, was the procedure performed?

Si une Autres Procédures a été recommandé, la procédure a-t-elle été effectuée?
","1, Yes/Oui | 0, No/ Non | 99, Unknown/Inconnu",,,,,,[fu_other_procedure(other)]='1',,,,,,
fu_no_other_otherprocedure,ctr_follow_up_form,,checkbox,"If NO, why wasn't the surgery performed?

SI NON, pourquoi la chirurgie n'a-t-elle pas été pratiquée?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4 Equipment broken, specify: / Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,[fu_other_otherprocedure]='0',,,,,,
fu_no_other_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

S'il y a manque de matériel, veuillez précisez:",,,,,,,"[fu_no_other_otherprocedure(no_equipment)] = '1'",,,,,,
fu_no_other_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify: 

Si matériel défectueux, veuillez précisez
",,,,,,,[fu_no_other_otherprocedure(equip_broken)]='1',,,,,,
fu_no_other_reason,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_no_other_otherprocedure(other)]='1',,,,,,
fu_anesthesia,ctr_follow_up_form,"ANESTHESIA 
ANESTHESIE
",checkbox,"Were any of the following used for surgery/ procedure?

Une des techniques suivante a-t-elle été utilisée pour la chirurgie/procédure ?","na, Not Applicable / Non Applicable | gen_anesthesia, General Anesthesia / Anesthésie générale | epi_anesthesia, Spinal/Epidural Anesthesia / Anesthésie rachidienne / Épidurale | regional, Regional Block / Bloc Régional | sedation, Procedural Sedation  /  Sédation Procédurale | local, Local Anesthesia  / Anesthésie locale | other, Other, specify:  /  Autre , précisez:",,,,,,,,,,,,
fu_anaesthesia_other,ctr_follow_up_form,,text,"Other, specify:
Autre motif (précisez):",,,,,,,[fu_anesthesia(other)]='1',,,,,,
fu_observation_exam,ctr_follow_up_form,"OBSERVATION
MISE EN OBSERVATION",radio,"Was the patient observed with serial examinations 

Le patient a-t-il été observé avec un examen en série","0, No / Non | 1, Yes / Oui | 99, Unknown / Inconnu",,,,,,,,,,,,
fu_observation,ctr_follow_up_form,,checkbox,"If YES, what was observed/ serially evaluated? (mark all applicable)

Si oui, que-ce qui a été observé/évalué?  (cochez tous ceux qui applicable)
","head, Head /   Tête/SNC | limb, Limb /  Membre | abdomen, Abdomen / Abdomen | thorax, Thorax/ Chest  /  Thorax/Poitrine | airway, Airway / Voie respiratoires | pelvis, Pelvis  / Bassin | other, Other observation  /  Observation Autres",,,,,,"[fu_observation_exam] = '1'",,,,,,
fu_observation_head,ctr_follow_up_form,,text,"Head- Number of HOURS

Tête/SNC - Durée (HEURES)",,"Enter only intergers",integer,,,,"[fu_observation(head)] = '1'",,,,,,
fu_observation_limb,ctr_follow_up_form,,text,"Limb- Number of HOURS

Membre - Durée HEURES",,"Enter only intergers",integer,,,,"[fu_observation(limb)] = '1'",,,,,,
fu_observation_abdomen,ctr_follow_up_form,,text,"Abdomen- Number of HOURS

Abdomen- Durée HEURES",,"Enter only intergers",integer,,,,"[fu_observation(abdomen)] = '1'",,,,,,
fu_observation_thorax,ctr_follow_up_form,,text,"Thorax/Chest - Number of HOURS

Thorax/Poitrine - Durée (HEURES)",,,,,,,[fu_observation(thorax)]='1',,,,,,
fu_observation_airway,ctr_follow_up_form,,text,"Airway- Number of HOURS

Voie respiratoires - Durée (HEURES)",,,,,,,[fu_observation(airway)]='1',,,,,,
fu_observation_pelvis,ctr_follow_up_form,,text,"Pelvis- Number of HOURS

Bassin - Durée (HEURES)",,,,,,,[fu_observation(pelvis)]='1',,,,,,
fu_observation_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,alpha_only,,,,"[fu_observation(other)] = '1'",,,,,,
fu_observation_other_hours,ctr_follow_up_form,,text,"Other- Number of HOURS

Autres - Durée HEURES",,"Enter only intergers",integer,,,,"[fu_observation(other)] = '1'",,,,,,
fu_medication,ctr_follow_up_form,,checkbox,"


(SECTION 1): List all medications administered. 

(SECTION 1): Citer tous les medicaments administrés","nsaids, NSAIDs (e.g., Ibuprofen, diclofenac) | nefo, Nefopam/ ACUPAN  /   Néfopam/ ACUPAN | parac, Paracetomol / Paracétamol | tram, Tramadol / Tramadol | nora, Noraminopyrine/ NOVALGINTM/ ANALGIN / Noraminopyrine/ Noraminopyrine/ NOVALGINTM/ ANALGIN | diaz, Diazepam/ Valium  /  Diazepam/ Valium | ppi, Omeprazole/other proton pump inhibitor  /Omeprazole/other proton pump inhibitor | ster, Steroids (e.g., SOLUMEDROLTM, dexamethasone, prednisone)  /  Stéroide (e.g., Solumedrol, dexamethasone, prednisone) | blood, Blood product (volume_litres): / Produit sanguin  (volume_litres): | cryst, Crystalloid  (volume_litres):/ Cristalloide  (volume_litres): | colloid, Colloid (volume_litres):  / Colloid  (volume_litres): | other, Other: / Autre:",,,,,,,,,,,,
fu_medication_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,"[fu_medication(other)] = '1'",,,,,,
fu_bloodvolume,ctr_follow_up_form,,text,"Blood product (volume_litres): 

Produit sanguin  (volume_litres):",,,number,,,,[fu_medication(blood)]='1',,,,,,
fu_cryst_volume,ctr_follow_up_form,,text,"Crystalloid  (volume_litres):

Cristalloide  (volume_litres):",,,number,,,,[fu_medication(cryst)]='1',,,,,,
fu_medication_other_days,ctr_follow_up_form,,text,"Hospital Days - Other

Jour(s) d'hospitalisation - Autre",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_medication(other)] = '1'",,,,,,
fu_colloidvolume,ctr_follow_up_form,,text,"Colloid (volume_litres):  

Colloid  (volume_litres):",,,number,,,,[fu_medication(colloid)]='1',,,,,,
fu_antibiotic,ctr_follow_up_form,,checkbox,"

(SECTION 2A):  List all ANTIBIOTICS and all hospital days that each medication was administered. 

(SECTION 2A):  Citer tous les ANTIBIOTICS administers et les jours d'hospitalisation correspondents.



","metro, Metronidazole / Metronidazole | ceftria, Ceftriaxone / Ceftriaxone | augm, AUGMENTIN (Amoxicillin/ Clavulante)   /  AUGMENTIN (Amoxicillin/ Clavulante) | other, Other: (specify) / Autres (précisez)",,,,,,,,,,,,
fu_antibiotic_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,"[fu_antibiotic(other)] = '1'",,,,,,
fu_metronidazole_days,ctr_follow_up_form,,text,"Hospital Days - Metronidazole

Jour(s) d'hospitalisation - Metronidazole",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_antibiotic(metro)] = '1'",,,,,,
fu_ceftriaxone_days,ctr_follow_up_form,,text,"Hospital Days - Ceftriaxone

Jour(s) d'hospitalisation - Ceftriaxone",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_antibiotic(ceftria)] = '1'",,,,,,
fu_augmentin_days,ctr_follow_up_form,,text,"Hospital Days - AUGMENTIN (Amoxicillin/ Clavulante)

Jour(s) d'hospitalisation - AUGMENTIN (Amoxicillin/ Clavulante)",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_antibiotic(augm)] = '1'",,,,,,
fu_other_antibiotics_days,ctr_follow_up_form,,text,"Hospital Days - Other antibiotics

Jour(s) d'hospitalisation - Autres antibiotics",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_antibiotic(other)] = '1'",,,,,,
fu_dvtprophylaxis,ctr_follow_up_form,,checkbox,"

(SECTION 2B): List all DVT Prophylaxis and all hospital days that each medication was administered. 

(SECTION 2B): Citer tous les DVT Prophylaxis administers et les jours d'hospitalisation correspondents.


","enox, Enoxaparin / LOVENOX  /  Enoxaparin / LOVENOX | hepa, Heparin / Heparin | other, Other: (specify) / Autres (précisez)","(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,,,,,,,
fu_dvt_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,"[fu_dvtprophylaxis(other)] = '1'",,,,,,
fu_enox,ctr_follow_up_form,,text,"Hospital Days - Enoxaparin / LOVENOX

Jour(s) d'hospitalisation - Enoxaparin / LOVENOX",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,[fu_dvtprophylaxis(enox)],,,,,,
fu_heparin,ctr_follow_up_form,,text,"Hospital Days - Heparin

Jour(s) d'hospitalisation - Heparin",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,[fu_dvtprophylaxis(hepa)]='1',,,,,,
fu_otherdvt_days,ctr_follow_up_form,,text,"Hospital Days - Other DVT Prophylaxis medication

Jour(s) d'hospitalisation - Autre les médicaments  DVT Prophylaxis ",,"(For example, if a medication was administered on the day of admission until the third day of hospitalization, write ""1-3"")",,,,,"[fu_dvtprophylaxis(other)] = '1'",,,,,,
fu_lab_test,ctr_follow_up_form,"LABORATORY TESTS
EXAMENS BIOLOGIQUES
",checkbox,"Mark all recommended by the treating clinician:

Cocher tous les examens prescrits par le médecin traitant:","hgb, Hemoglobin (Hgb) / Hémoglobine (Hgb) | sodium, Sodium (Na) / Sodium (Na) | bicarb, Bicarbonate (HCO3) / Bicarbonate (HCO3) | prothrom, Prothrombin Time/INR  / Prothrombin Time/INR | blood_type, Blood typing  /Groupage Sanguin | blood_glucose, Blood Glucose / Glycémie | hiv, HIV / VIH | other, Other, please specify: / Autre (précisez):","Mark all recommended",,,,,,,,,,,
fu_lab_hgb,ctr_follow_up_form,,radio,"If recommended, was this Hemaglobin (Hgb) test performed?

Si prescrit, une test d'hémoglobine (Hgb) a-t-elle été réalisé?","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(hgb)] = '1'",,,,,,
fu_lab_hgblvl,ctr_follow_up_form,,text,"If YES, what was the hemoglobin level?  

si oui, quel était le taux de Hémoglobine?",,,number,,,,"[fu_lab_hgb] = '1'",,,,,,
fu_nolab_hgb_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_hgb(equip_broken)]='1',,,,,,
fu_nolab_hgb,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive / Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_hgb] = '0'",,,,,,
fu_nolab_hgb_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_hgb(no_equipment)]='1',,,,,,
fu_nolab_hgb_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_hgb(other)]='1',,,,,,
fu_lab_sodium,ctr_follow_up_form,,radio,"If recommended, was this Sodium(Na) test performed?

Si prescrit, un test de natrémie (Na) a-t-elle été réalisé?","1, Yes/ Oui | 0, No/ NoN | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(sodium)] = '1'",,,,,,
